,isbn,authors,original_publication_year,original_title,average_rating,image_url,publication_year,book_read_url
166,747263744,Neil Gaiman,2001,American Gods,4.11,https://images.gr-assets.com/books/1258417001m/4407.jpg,2001,
167,385199570,"Stephen King, Bernie Wrightson",1978,The Stand,4.34,https://images.gr-assets.com/books/1213131305m/149267.jpg,1978,
168,446547565,Nicholas Sparks,2008,The Last Song,4.14,https://images.gr-assets.com/books/1286549186m/6400090.jpg,2008,
169,552151696,Dan Brown,1998,Digital Fortress,3.6,https://images.gr-assets.com/books/1360095966m/11125.jpg,1998,
170,141439580,"Jane Austen, Fiona Stafford",1815,Emma,3.99,https://images.gr-assets.com/books/1373627931m/6969.jpg,1815,
171,345803922,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,Анна Каренина,4.02,https://images.gr-assets.com/books/1352422904m/15823480.jpg,1877,http://www.archive.org/stream/lecrimeetlechati00dost
172,393312836,Anthony Burgess,1962,A Clockwork Orange,3.98,https://images.gr-assets.com/books/1348339306m/227463.jpg,1962,http://www.archive.org/stream/SylviaPlathTheBellJarCD1Track05
173,964729237,William Paul Young,2007,The Shack: Where Tragedy Confronts Eternity,3.74,https://images.gr-assets.com/books/1344270232m/1812457.jpg,2007,
174,739380338,Rick Riordan,2009,The Last Olympian,4.5,https://images.gr-assets.com/books/1327924597m/4502507.jpg,2009,http://www.archive.org/stream/bub_gb_x-7OAAAAMAAJ
175,451169514,Stephen King,1986,It,4.18,https://images.gr-assets.com/books/1309376909m/18342.jpg,1986,
176,143058142,"Fyodor Dostoyevsky, David McDuff",1866,Преступление и наказание,4.18,https://images.gr-assets.com/books/1382846449m/7144.jpg,1866,
177,61148512,Sylvia Plath,1963,The Bell Jar,3.98,https://images.gr-assets.com/books/1473890514m/6514.jpg,1963,
178,7205236,Frank McCourt,1996,Angela's Ashes: A Memoir,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1996,
179,553208845,"Hermann Hesse, Hilda Rosner",1922,Siddhartha,3.99,https://images.gr-assets.com/books/1428715580m/52036.jpg,1922,
180,679745580,Truman Capote,1965,In Cold Blood,4.05,https://images.gr-assets.com/books/1424931136m/168642.jpg,1965,
181,316042676,"Kami Garcia, Margaret Stohl",2009,Beautiful Creatures,3.76,https://images.gr-assets.com/books/1327873282m/6304335.jpg,2009,http://openlibrary.org/books/OL3314799M/Uglies/borrow
182,1416975861,Cassandra Clare,2010,Clockwork Angel,4.33,https://images.gr-assets.com/books/1454962884m/7171637.jpg,2010,http://openlibrary.org/books/OL3404981M/The_Lord_of_the_Rings/borrow
183,141301066,"Roald Dahl, Quentin Blake",1988,Matilda,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1988,
184,385534639,Erin Morgenstern,2011,The Night Circus,4.03,https://images.gr-assets.com/books/1387124618m/9361589.jpg,2011,http://openlibrary.org/books/OL15479330M/Watchmen/borrow
185,743227441,Philippa Gregory,2001,The Other Boleyn Girl,4.04,https://images.gr-assets.com/books/1355932638m/37470.jpg,2001,
186,689865384,Scott Westerfeld,2005,Uglies,3.86,https://images.gr-assets.com/books/1443904172m/24770.jpg,2005,
188,618640150,J.R.R. Tolkien,1955,The Lord of the Rings,4.47,https://images.gr-assets.com/books/1411114164m/33.jpg,1955,
189,307592731,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail ,3.96,https://images.gr-assets.com/books/1453189881m/12262741.jpg,2012,http://www.archive.org/stream/fightclubnovel00pala_422
190,930289234,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,4.35,https://images.gr-assets.com/books/1442239711m/472331.jpg,1987,
191,075640407X,Patrick Rothfuss,2007,The Name of the Wind,4.55,https://images.gr-assets.com/books/1472068073m/186074.jpg,2007,http://openlibrary.org/books/OL24979647M/The_Color_Purple/borrow
192,316017922,Malcolm Gladwell,2008,Outliers: The Story of Success,4.11,https://images.gr-assets.com/books/1344266315m/3228917.jpg,2008,http://openlibrary.org/books/OL7282679M/Marley_Me/borrow
193,142437247,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale",3.46,https://images.gr-assets.com/books/1327940656m/153747.jpg,1851,http://www.archive.org/stream/AndThenThereWereNone-AgathaChristie
194,385340990,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,4.12,https://images.gr-assets.com/books/1351979318m/2728527.jpg,2008,http://openlibrary.org/books/OL24377261M/The_Lost_Symbol/borrow
195,393327345,Chuck Palahniuk,1996,Fight Club,4.2,https://images.gr-assets.com/books/1357128997m/5759.jpg,1996,
196,441008534,Charlaine Harris,2001,Dead Until Dark,3.96,https://images.gr-assets.com/books/1468560853m/301082.jpg,2001,
197,671727796,Alice Walker,1982,The Color Purple,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1982,http://www.archive.org/stream/interviewmiteine00rice
198,739461192,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,4.12,https://images.gr-assets.com/books/1308858322m/12691.jpg,2005,
199,312330871,Agatha Christie,1939,Ten Little Niggers,4.23,https://images.gr-assets.com/books/1391120695m/16299.jpg,1939,http://openlibrary.org/books/OL9766273M/One_for_the_Money_(Stephanie_Plum_Series_Book_1)/borrow
200,385504225,Dan Brown,2009,The Lost Symbol,3.66,https://images.gr-assets.com/books/1358274396m/6411961.jpg,2009,
201,1416989412,Becca Fitzpatrick,2009,"Hush, Hush",4,https://images.gr-assets.com/books/1358261334m/6339664.jpg,2009,http://openlibrary.org/books/OL21794903M/Le_silence_des_agneaux/borrow
203,1561797464,Charles Dickens,1843,A Christmas Carol,4.02,https://images.gr-assets.com/books/1406512317m/5326.jpg,1843,http://openlibrary.org/books/OL10353580M/Atonement/borrow
204,345476875,Anne Rice,1976,Interview with the Vampire,3.97,https://images.gr-assets.com/books/1380631642m/43763.jpg,1976,http://openlibrary.org/books/OL7820493M/The_Metamorphosis_(Bantam_Classics)/borrow
205,62059939,Kiera Cass,2012,The Selection,4.15,https://images.gr-assets.com/books/1322103400m/10507293.jpg,2012,
206,312362080,Janet Evanovich,1994,One for the Money,4.03,https://images.gr-assets.com/books/1316730230m/6853.jpg,1994,
207,1400052173,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,4.04,https://images.gr-assets.com/books/1327878144m/6493208.jpg,2010,
208,99446782,Thomas Harris,1988,The Silence of the Lambs,4.14,https://images.gr-assets.com/books/1390426249m/23807.jpg,1988,
210,316010669,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2005,
211,038572179X,Ian McEwan,2001,Atonement,3.88,https://images.gr-assets.com/books/1320449708m/6867.jpg,2001,
212,553213695,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,3.78,https://images.gr-assets.com/books/1359061917m/485894.jpg,1915,
213,141382899,Rick Riordan,2007,The Titan's Curse,4.33,https://images.gr-assets.com/books/1361038385m/561456.jpg,2007,
215,1554681723,Garth Stein,2006,The Art of Racing in the Rain,4.19,https://images.gr-assets.com/books/1377206302m/3153910.jpg,2006,
216,739303406,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",3.98,https://images.gr-assets.com/books/1312066724m/21996.jpg,2003,http://openlibrary.org/books/OL22948010M/Klient/borrow
217,425263908,Sylvia Day,2012,Bared to You,4.19,https://images.gr-assets.com/books/1477803272m/13572249.jpg,2012,http://openlibrary.org/books/OL23210384M/The_Nanny_Diaries_(Nanny_1)/borrow
218,66238501,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,4.24,https://images.gr-assets.com/books/1449868701m/11127.jpg,1956,
220,1558743669,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive",4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,http://openlibrary.org/books/OL24832604M/Sarah's_Key/borrow
221,752864327,Robert Ludlum,1980,The Bourne Identity,3.98,https://images.gr-assets.com/books/1335860740m/7869.jpg,1980,http://openlibrary.org/books/OL3683087M/The_Gunslinger/borrow
222,786817879,Eoin Colfer,2001,Artemis Fowl,3.82,https://images.gr-assets.com/books/1327945104m/249747.jpg,2001,
223,385738935,Lauren Kate,2009,Fallen,3.74,https://images.gr-assets.com/books/1440619649m/6487308.jpg,2009,http://openlibrary.org/books/OL7360898M/Speak/borrow
224,142000655,John Steinbeck,1952,East of Eden  ,4.35,https://images.gr-assets.com/books/1441547516m/4406.jpg,1952,
225,307341569,Gillian Flynn,2009,Dark Places,3.92,https://images.gr-assets.com/books/1354988288m/5886881.jpg,2009,
226,385339089,John Grisham,1993,The Client,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,
227,312291639,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,3.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,http://openlibrary.org/books/OL9368573M/Running_with_Scissors/borrow
228,451527747,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,4.06,https://images.gr-assets.com/books/1327872220m/24213.jpg,1865,
229,192802631,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1817,
230,312370830,Tatiana de Rosnay,2007,Elle s'appelait Sarah,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2007,
231,452284694,Stephen King,1982,The Gunslinger,3.99,https://images.gr-assets.com/books/1375776480m/43615.jpg,1982,http://openlibrary.org/books/OL7536271M/Along_Came_a_Spider_(Alex_Cross_Novels)/borrow
232,140003468X,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,3.89,https://images.gr-assets.com/books/1327124987m/9712.jpg,1985,
233,014131088X,Laurie Halse Anderson,1999,Speak,4,https://images.gr-assets.com/books/1310121762m/439288.jpg,1999,
234,399159347,Liane Moriarty,2013,The Husband's Secret ,3.92,https://images.gr-assets.com/books/1460577225m/17802724.jpg,2013,
235,385494785,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,4.11,https://images.gr-assets.com/books/1463384482m/1898.jpg,1997,
236,1416524304,Stephen King,1974,Carrie,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1974,
237,031242227X,Augusten Burroughs,2002,Running with Scissors,3.7,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2002,http://openlibrary.org/books/OL7951041M/A_Midsummer_Night's_Dream_(New_Folger_Library_Shakespeare)/borrow
238,307346609,Max Brooks,2006,World War Z: An Oral History of the Zombie War,4.01,https://images.gr-assets.com/books/1386328204m/8908.jpg,2006,http://openlibrary.org/books/OL23273527M/Extremely_loud_and_incredibly_close/borrow
239,385537859,Dan Brown,2013,Inferno,3.8,https://images.gr-assets.com/books/1397093185m/17212231.jpg,2013,
240,440227534,Lois Lowry,1989,Number the Stars,4.11,https://images.gr-assets.com/books/1370917812m/47281.jpg,1989,
241,446692638,James Patterson,1993,Along Came a Spider,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1993,
242,450417395,Stephen King,1987,Misery,4.11,https://images.gr-assets.com/books/1270545451m/10614.jpg,1987,
243,307341542,Gillian Flynn,2006,Sharp Objects,3.92,https://images.gr-assets.com/books/1423241485m/66559.jpg,2006,
244,439366771,Katherine Paterson,1977,Bridge to Terabithia,3.98,https://images.gr-assets.com/books/1327880087m/2839.jpg,1977,
245,312360266,"P.C. Cast, Kristin Cast",2007,Marked,3.79,https://images.gr-assets.com/books/1317067002m/30183.jpg,2007,http://openlibrary.org/books/OL3422112M/Three_cups_of_tea/borrow
246,743269519,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,4.05,https://images.gr-assets.com/books/1421842784m/36072.jpg,1989,http://openlibrary.org/books/OL26381163M/Der_Schatten_des_Windes/borrow
247,743477545,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,3.94,https://images.gr-assets.com/books/1327874534m/1622.jpg,1595,
248,618711651,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,3.97,https://images.gr-assets.com/books/1327879967m/4588.jpg,2005,
249,375869026,R.J. Palacio,2012,Wonder,4.43,https://images.gr-assets.com/books/1309285027m/11387515.jpg,2012,
250,039480001X,Dr. Seuss,1957,The Cat in the Hat,4.15,https://images.gr-assets.com/books/1468890477m/233093.jpg,1957,
251,312641893,Marissa Meyer,2012,Cinder,4.15,https://images.gr-assets.com/books/1470056948m/11235712.jpg,2012,http://openlibrary.org/books/OL7949109M/The_Sun_Also_Rises/borrow
252,316206849,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,3.83,https://images.gr-assets.com/books/1358716559m/16160797.jpg,2013,
253,545123267,Maggie Stiefvater,2009,Shiver,3.78,https://images.gr-assets.com/books/1409283154m/6068551.jpg,2009,
254,452011876,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,3.68,https://images.gr-assets.com/books/1405868167m/662.jpg,1957,
255,143038257,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,3.64,https://images.gr-assets.com/books/1395407074m/49436.jpg,2006,
257,143034901,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,4.24,https://images.gr-assets.com/books/1344545047m/1232.jpg,2001,
258,385738757,James Dashner,2010,The Scorch Trials,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2010,http://openlibrary.org/books/OL7817915M/Flowers_for_Algernon/borrow
260,767900383,Frances Mayes,1996,Under the Tuscan Sun,3.72,https://images.gr-assets.com/books/1320524083m/480479.jpg,1996,
261,399167064,Liane Moriarty,2014,Big Little Lies,4.2,https://images.gr-assets.com/books/1492239430m/19486412.jpg,2014,http://openlibrary.org/books/OL26407610M/Ojciec_chrzestny/borrow
262,590920685,Gail Carson Levine,1997,Ella Enchanted,3.97,https://images.gr-assets.com/books/1410727190m/24337.jpg,1997,http://openlibrary.org/books/OL17209849M/An_Abundance_of_Katherines/borrow
263,743297334,Ernest Hemingway,1926,The Sun Also Rises,3.83,https://images.gr-assets.com/books/1331828228m/3876.jpg,1926,
264,61120073,Betty  Smith,1943,A Tree Grows In Brooklyn ,4.24,https://images.gr-assets.com/books/1327883484m/14891.jpg,1943,
265,446677388,James Patterson,1995,Kiss the Girls,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1995,
266,312577222,Kristin Hannah,2015,The Nightingale,4.54,https://images.gr-assets.com/books/1451446316m/21853621.jpg,2015,
267,1400078776,Kazuo Ishiguro,2005,Never Let Me Go,3.8,https://images.gr-assets.com/books/1353048590m/6334.jpg,2005,
268,786890754,Cecelia Ahern,2003,"PS, I Love You",4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2003,
269,1844080382,"Daphne du Maurier, Sally Beauman",1938,Rebecca,4.2,https://images.gr-assets.com/books/1327871977m/12873.jpg,1938,http://www.archive.org/stream/coraline00gaim_885
270,156030306,Daniel Keyes,1966,Flowers for Algernon,4.07,https://images.gr-assets.com/books/1367141311m/18373.jpg,1966,
271,552995878,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1989,
272,812968069,Lisa See,2005,Snow Flower and the Secret Fan,4.05,https://images.gr-assets.com/books/1327880508m/1103.jpg,2005,
273,451205766,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,4.36,https://images.gr-assets.com/books/1394988109m/22034.jpg,1969,http://openlibrary.org/books/OL24265386M/The_Lucky_One/borrow
274,525476881,John Green,2006,An Abundance of Katherines,3.63,https://images.gr-assets.com/books/1360206426m/49750.jpg,2006,
275,553803719,Isaac Asimov,1951,Foundation,4.13,https://images.gr-assets.com/books/1417900846m/29579.jpg,1951,
276,62255657,Neil Gaiman,2013,The Ocean at the End of the Lane,3.99,https://images.gr-assets.com/books/1497098563m/15783514.jpg,2013,
277,60513063,Shel Silverstein,1981,A Light in the Attic,4.34,https://images.gr-assets.com/books/1427169918m/30118.jpg,1981,
278,751565350,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two",3.75,https://images.gr-assets.com/books/1470082995m/29056083.jpg,2016,http://openlibrary.org/books/OL24469523M/Cutting_for_Stone/borrow
279,61726834,Lauren Oliver,2011,Delirium,3.99,https://images.gr-assets.com/books/1327890411m/11614718.jpg,2011,
280,385339704,John Grisham,1992,The Pelican Brief,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1992,http://www.archive.org/stream/treasureisland00st
281,61139378,Neil Gaiman,2002,Coraline,4.03,https://images.gr-assets.com/books/1493497435m/17061.jpg,2002,
282,60853980,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,https://images.gr-assets.com/books/1392528568m/12067.jpg,1990,http://www.archive.org/stream/112263
283,140042598,Jack Kerouac,1955,On the Road,3.64,https://images.gr-assets.com/books/1413588576m/70401.jpg,1955,http://openlibrary.org/books/OL17209332M/La_chenille_qui_fait_des_trous/borrow
284,1476729085,Graeme Simsion,2013,The Rosie Project,4.01,https://images.gr-assets.com/books/1371651741m/16181775.jpg,2013,
285,446579939,Nicholas Sparks,2008,The Lucky One,4.1,https://images.gr-assets.com/books/1420816338m/3063499.jpg,2008,http://www.archive.org/stream/timemachineinven00well
286,451191153,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,3.85,https://images.gr-assets.com/books/1491163636m/2122.jpg,1943,
287,425172902,Tom Clancy,1984,The Hunt for Red October,4.01,https://images.gr-assets.com/books/1281995542m/19691.jpg,1984,http://openlibrary.org/books/OL9300888M/Heart_of_Darkness/borrow
288,038039586X,Richard Adams,1972,Watership Down,4.05,https://images.gr-assets.com/books/1405136931m/76620.jpg,1972,
289,307886263,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),3.84,https://images.gr-assets.com/books/1443264638m/10335308.jpg,2011,http://openlibrary.org/books/OL23091905M/Za_shīkuretto/borrow
